id,date,lon,lat,depth,type,level,loc,incident,city,province
2377,2019-04-24 19:56:41,82.5,34.85,6,Ms,4.2,西藏改则,天然地震,阿里地区,西藏自治区
2378,2019-04-24 04:15:49,94.55,28.4,10,Ms,6.3,西藏墨脱,天然地震,林芝市,西藏自治区
2379,2019-04-22 06:07:10,77.98,40.0,12,ML,3.0,新疆阿图什,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2380,2019-04-21 17:10:20,114.43,36.34,6,ML,3.6,河北临漳,天然地震,邯郸市,河北省
2381,2019-04-21 05:04:57,77.14,35.57,6,ML,3.1,新疆叶城,天然地震,喀什地区,新疆维吾尔自治区
2382,2019-04-18 13:01:06,121.6,24.08,24,Ms,6.7,台湾花莲海域,天然地震,台湾省,台湾省
2383,2019-04-17 06:05:26,78.13,37.43,10,ML,3.8,新疆皮山,天然地震,和田地区,新疆维吾尔自治区
2384,2019-04-16 17:47:02,118.61,23.35,9,ML,3.5,台湾海峡,天然地震,中华人民共和国,中华人民共和国
2385,2019-04-16 04:17:43,105.13,32.32,21,ML,3.6,四川青川,天然地震,广元市,四川省
2386,2019-04-15 06:29:58,122.31,50.0,17,ML,3.5,内蒙古鄂伦春自治旗,天然地震,呼伦贝尔市,内蒙古自治区
2387,2019-04-15 02:31:06,89.42,32.34,6,Ms,4.3,西藏双湖,天然地震,那曲市,西藏自治区
2388,2019-04-14 19:20:54,81.12,44.3,14,Ms,4.0,新疆霍城,天然地震,伊犁哈萨克自治州,新疆维吾尔自治区
2389,2019-04-14 03:08:38,75.24,37.56,88,ML,3.2,新疆塔什库尔干,天然地震,喀什地区,新疆维吾尔自治区
2390,2019-04-12 17:27:49,87.7,30.36,8,ML,3.5,西藏谢通门,天然地震,那曲市,西藏自治区
2391,2019-04-10 06:57:51,121.91,24.17,24,Ms,4.3,台湾花莲海域,天然地震,中华人民共和国,中华人民共和国
2392,2019-04-10 04:24:15,121.58,24.08,10,Ms,4.6,台湾花莲海域,天然地震,台湾省,台湾省
2393,2019-04-10 03:51:51,103.52,28.07,5,ML,3.1,云南永善,天然地震,昭通市,云南省
2394,2019-04-09 23:13:23,121.61,23.96,10,Ms,5.0,台湾花莲海域,天然地震,台湾省,台湾省
2395,2019-04-09 05:08:52,118.35,22.56,11,ML,3.4,南海,天然地震,中华人民共和国,中华人民共和国
2396,2019-04-09 01:13:08,96.16,33.34,10,Ms,3.3,青海玉树市,天然地震,玉树藏族自治州,青海省
2397,2019-04-08 16:27:44,100.35,22.65,16,ML,3.0,云南澜沧,天然地震,普洱市,云南省
2398,2019-04-08 14:58:10,121.48,22.03,11,Ms,4.6,台湾台东海域,天然地震,中华人民共和国,中华人民共和国
2399,2019-04-06 12:02:34,74.48,39.01,5,ML,3.9,新疆阿克陶,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2400,2019-04-06 05:24:55,120.71,22.76,29,ML,3.4,台湾屏东,天然地震,台湾省,台湾省
2401,2019-04-04 20:56:50,121.58,23.87,31,Ms,4.0,台湾花莲,天然地震,台湾省,台湾省
2402,2019-04-04 09:56:56,120.85,22.95,10,Ms,5.3,台湾台东,天然地震,台湾省,台湾省
2403,2019-04-03 09:52:54,120.87,22.96,10,Ms,5.7,台湾台东,天然地震,台湾省,台湾省
2404,2019-04-02 07:05:51,96.23,33.33,10,Ms,3.6,青海玉树市,天然地震,玉树藏族自治州,青海省
2405,2019-04-01 11:11:05,101.82,31.99,17,ML,3.5,四川马尔康,天然地震,阿坝藏族羌族自治州,四川省
2406,2019-04-01 10:54:34,122.23,24.91,100,mB,4.5,台湾新北海域,天然地震,中华人民共和国,中华人民共和国
2407,2019-03-31 18:36:33,87.31,43.22,15,ML,3.2,新疆乌鲁木齐,天然地震,乌鲁木齐市,新疆维吾尔自治区
2408,2019-03-31 04:08:36,105.4,28.92,19,ML,3.0,四川龙马潭,天然地震,泸州市,四川省
2409,2019-03-29 07:11:01,87.11,28.7,6,ML,3.2,西藏定日,天然地震,日喀则市,西藏自治区
2410,2019-03-28 07:00:20,90.88,38.32,9,Ms,4.4,青海茫崖,天然地震,海西蒙古族藏族自治州,青海省
2411,2019-03-28 06:57:08,90.88,38.31,9,Ms,4.2,青海茫崖,天然地震,海西蒙古族藏族自治州,青海省
2412,2019-03-28 05:36:31,90.89,38.28,9,Ms,5.0,青海茫崖,天然地震,海西蒙古族藏族自治州,青海省
2413,2019-03-27 09:18:59,83.8,41.32,11,ML,3.1,新疆库车,天然地震,阿克苏地区,新疆维吾尔自治区
2414,2019-03-24 23:17:13,110.11,31.08,3,ML,3.0,重庆巫山,天然地震,重庆市,重庆市
2415,2019-03-24 15:56:50,122.32,24.71,10,ML,3.1,台湾宜兰海域,天然地震,中华人民共和国,中华人民共和国
2416,2019-03-23 21:53:26,96.24,33.34,9,Ms,4.0,青海玉树市,天然地震,玉树藏族自治州,青海省
2417,2019-03-22 20:05:49,122.45,24.42,42,ML,3.6,台湾宜兰海域,天然地震,中华人民共和国,中华人民共和国
2418,2019-03-19 12:01:33,121.86,24.8,74,Ms,4.0,台湾宜兰海域,天然地震,中华人民共和国,中华人民共和国
2419,2019-03-17 20:44:22,121.97,24.47,12,ML,3.4,台湾宜兰海域,天然地震,中华人民共和国,中华人民共和国
2420,2019-03-17 04:25:47,83.67,41.15,6,ML,4.0,新疆库车,天然地震,阿克苏地区,新疆维吾尔自治区
2421,2019-03-16 08:45:52,121.22,23.09,11,Ms,4.2,台湾台东,天然地震,台湾省,台湾省
2422,2019-03-15 18:40:51,91.11,38.72,11,Ms,3.9,新疆若羌,天然地震,巴音郭楞蒙古自治州,新疆维吾尔自治区
2423,2019-03-15 02:14:24,91.09,38.71,9,Ms,4.0,新疆若羌,天然地震,巴音郭楞蒙古自治州,新疆维吾尔自治区
2424,2019-03-14 13:32:43,101.84,34.97,10,Ms,4.3,青海泽库,天然地震,黄南藏族自治州,青海省
2425,2019-03-14 05:07:23,121.43,23.03,14,Ms,4.3,台湾台东海域,天然地震,中华人民共和国,中华人民共和国
2426,2019-03-13 12:32:34,121.62,23.61,28,Ms,4.5,台湾花莲海域,天然地震,中华人民共和国,中华人民共和国
2427,2019-03-13 04:19:16,121.8,25.02,131,mB,4.9,台湾新北,天然地震,台湾省,台湾省
2428,2019-03-10 20:34:36,91.95,35.38,10,Ms,4.2,青海治多,天然地震,玉树藏族自治州,青海省
2429,2019-03-08 19:14:30,104.53,29.45,3,ML,3.2,四川威远,天然地震,内江市,四川省
2430,2019-03-08 10:32:12,121.33,22.46,10,Ms,5.3,台湾台东海域,天然地震,中华人民共和国,中华人民共和国
2431,2019-03-08 03:37:20,99.31,23.94,11,Ms,4.4,云南永德,天然地震,临沧市,云南省
2432,2019-03-08 02:52:11,76.82,39.39,8,ML,3.0,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2433,2019-03-07 11:49:04,120.23,20.96,28,Ms,4.6,台湾屏东海域,天然地震,中华人民共和国,中华人民共和国
2434,2019-03-05 12:49:23,110.0,20.62,17,ML,3.5,广东雷州,天然地震,湛江市,广东省
2435,2019-03-05 06:28:10,86.86,42.22,16,ML,3.9,新疆和硕,天然地震,巴音郭楞蒙古自治州,新疆维吾尔自治区
2436,2019-03-04 10:47:14,83.22,34.2,8,Ms,3.5,西藏改则,天然地震,阿里地区,西藏自治区
2437,2019-03-04 02:06:28,103.53,28.07,7,ML,3.0,云南永善,天然地震,昭通市,云南省
2438,2019-03-03 12:55:47,77.64,40.5,21,ML,3.1,新疆阿图什,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2439,2019-03-03 04:34:26,121.5,21.26,7,ML,3.3,南海海域,天然地震,中华人民共和国,中华人民共和国
2440,2019-03-02 23:33:09,83.63,41.21,6,ML,3.0,新疆库车,天然地震,阿克苏地区,新疆维吾尔自治区
2441,2019-03-02 05:34:48,77.46,40.46,17,ML,3.0,新疆阿图什,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2442,2019-02-27 10:54:23,83.52,40.96,12,ML,3.4,新疆沙雅,天然地震,阿克苏地区,新疆维吾尔自治区
2443,2019-02-25 13:15:58,104.5,29.47,5,Ms,4.9,四川荣县,天然地震,自贡市,四川省
2444,2019-02-25 08:40:27,104.52,29.48,5,Ms,4.2,四川荣县,天然地震,自贡市,四川省
2445,2019-02-24 05:38:09,104.49,29.48,5,Ms,4.4,四川荣县,天然地震,自贡市,四川省
2446,2019-02-23 03:36:33,97.13,29.05,8,ML,3.4,西藏察隅,天然地震,林芝市,西藏自治区
2447,2019-02-23 01:42:58,105.37,32.62,15,ML,3.1,四川青川,天然地震,广元市,四川省
2448,2019-02-22 13:41:56,104.21,26.83,10,ML,3.1,贵州威宁,天然地震,毕节市,贵州省
2449,2019-02-22 12:50:07,101.73,21.34,15,ML,3.0,云南勐腊,天然地震,[],[]
2450,2019-02-22 01:16:35,82.07,43.35,17,ML,3.4,新疆巩留,天然地震,伊犁哈萨克自治州,新疆维吾尔自治区
2451,2019-02-20 11:40:12,97.29,38.49,7,Ms,4.8,青海德令哈,天然地震,海西蒙古族藏族自治州,青海省
2452,2019-02-20 01:33:53,75.23,38.36,110,mB,4.2,新疆阿克陶,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2453,2019-02-17 21:57:50,86.24,35.02,6,ML,3.0,西藏改则,天然地震,那曲市,西藏自治区
2454,2019-02-17 14:14:05,78.01,36.79,20,ML,3.5,新疆皮山,天然地震,和田地区,新疆维吾尔自治区
2455,2019-02-16 20:22:55,86.2,35.03,8,Ms,3.5,西藏尼玛,天然地震,那曲市,西藏自治区
2456,2019-02-15 23:31:36,92.47,35.88,10,ML,3.3,青海治多,天然地震,玉树藏族自治州,青海省
2457,2019-02-15 22:08:05,121.8,23.81,33,Ms,4.1,台湾花莲海域,天然地震,中华人民共和国,中华人民共和国
2458,2019-02-13 17:29:35,101.97,23.33,18,ML,3.1,云南红河,天然地震,红河哈尼族彝族自治州,云南省
2459,2019-02-13 15:54:38,123.39,36.35,15,ML,3.2,黄海,天然地震,中华人民共和国,中华人民共和国
2460,2019-02-13 02:23:02,121.69,23.72,13,Ms,4.1,台湾花莲海域,天然地震,中华人民共和国,中华人民共和国
2461,2019-02-13 00:39:01,122.49,24.91,9,Ms,4.6,台湾宜兰海域,天然地震,中华人民共和国,中华人民共和国
2462,2019-02-12 22:49:56,101.42,22.87,5,Ms,4.5,云南宁洱,天然地震,普洱市,云南省
2463,2019-02-12 20:33:57,101.79,21.19,7,ML,3.0,云南勐腊,天然地震,[],[]
2464,2019-02-12 10:55:20,104.79,29.59,6,ML,3.2,四川威远,天然地震,内江市,四川省
2465,2019-02-10 05:36:01,104.01,31.63,24,ML,3.3,四川绵竹,天然地震,德阳市,四川省
2466,2019-02-09 01:18:43,95.97,32.59,8,Ms,3.6,青海囊谦,天然地震,玉树藏族自治州,青海省
2467,2019-02-08 18:00:45,102.37,29.05,23,ML,3.7,四川石棉,天然地震,雅安市,四川省
2468,2019-02-08 00:52:03,120.62,23.28,9,Ms,4.6,台湾嘉义,天然地震,台湾省,台湾省
2469,2019-02-08 00:29:12,104.79,29.57,9,ML,3.1,四川威远,天然地震,内江市,四川省
2470,2019-02-07 13:35:49,87.41,29.15,6,Ms,4.2,西藏昂仁,天然地震,日喀则市,西藏自治区
2471,2019-02-07 09:41:34,90.9,38.29,8,ML,3.3,青海茫崖,天然地震,海西蒙古族藏族自治州,青海省
2472,2019-02-07 00:30:12,83.84,41.29,6,ML,3.7,新疆库车,天然地震,阿克苏地区,新疆维吾尔自治区
2473,2019-02-06 21:30:26,87.46,29.18,5,Ms,3.8,西藏昂仁,天然地震,日喀则市,西藏自治区
2474,2019-02-06 15:51:35,87.46,29.19,6,Ms,3.7,西藏昂仁,天然地震,日喀则市,西藏自治区
2475,2019-02-05 19:32:30,121.85,24.39,8,ML,3.2,台湾宜兰海域,天然地震,中华人民共和国,中华人民共和国
2476,2019-02-03 22:17:58,77.26,35.8,12,ML,3.1,新疆叶城,天然地震,喀什地区,新疆维吾尔自治区
2477,2019-02-02 05:54:41,83.35,46.72,15,Ms,4.9,新疆塔城,天然地震,塔城地区,新疆维吾尔自治区
2478,2019-02-02 05:26:06,100.9,27.09,12,Ms,4.1,云南宁蒗,天然地震,丽江市,云南省
2479,2019-02-01 12:12:29,98.47,31.36,7,ML,3.5,西藏江达,天然地震,昌都市,西藏自治区
2480,2019-01-31 13:14:59,102.36,34.28,13,ML,3.0,甘肃碌曲,天然地震,甘南藏族自治州,甘肃省
2481,2019-01-31 10:04:12,75.33,39.95,5,ML,3.2,新疆乌恰,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2482,2019-01-30 23:14:53,120.53,21.93,12,Ms,4.7,台湾屏东海域,天然地震,中华人民共和国,中华人民共和国
2483,2019-01-30 19:52:36,78.13,37.84,8,ML,3.0,新疆皮山,天然地震,和田地区,新疆维吾尔自治区
2484,2019-01-30 13:21:33,122.46,23.78,20,Ms,5.2,台湾花莲海域,天然地震,中华人民共和国,中华人民共和国
2485,2019-01-30 09:53:37,104.98,32.29,20,ML,3.4,四川青川,天然地震,绵阳市,四川省
2486,2019-01-29 22:57:37,81.48,44.76,10,ML,3.3,新疆温泉,天然地震,博尔塔拉蒙古自治州,新疆维吾尔自治区
2487,2019-01-29 09:22:23,115.64,44.68,10,ML,3.8,内蒙古锡林浩特,天然地震,锡林郭勒盟,内蒙古自治区
2488,2019-01-28 17:53:08,77.12,39.44,14,ML,3.1,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2489,2019-01-25 13:41:36,129.06,31.86,13,Ms,4.7,东海,天然地震,[],[]
2490,2019-01-25 09:55:40,75.41,39.08,7,ML,3.2,新疆阿克陶,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2491,2019-01-24 15:51:55,105.21,36.7,17,ML,3.4,宁夏海原,天然地震,中卫市,宁夏回族自治区
2492,2019-01-24 00:09:25,118.61,23.33,6,ML,3.1,台湾海峡,天然地震,中华人民共和国,中华人民共和国
2493,2019-01-23 14:40:37,104.49,29.52,8,ML,3.3,四川荣县,天然地震,自贡市,四川省
2494,2019-01-22 11:19:26,121.4,22.2,19,Ms,4.5,台湾台东,天然地震,中华人民共和国,中华人民共和国
2495,2019-01-21 21:37:30,105.42,28.93,9,ML,3.0,四川泸州,天然地震,泸州市,四川省
2496,2019-01-20 23:06:38,87.7,30.34,5,Ms,4.6,西藏谢通门,天然地震,日喀则市,西藏自治区
2497,2019-01-20 22:28:29,87.74,30.06,10,Ms,4.9,西藏谢通门,天然地震,日喀则市,西藏自治区
2498,2019-01-20 10:52:02,94.93,29.95,7,ML,3.8,西藏巴宜,天然地震,林芝市,西藏自治区
2499,2019-01-20 08:35:49,103.22,30.83,25,ML,3.5,四川崇州,天然地震,成都市,四川省
2500,2019-01-20 00:38:23,104.85,28.25,8,ML,3.4,四川珙县,天然地震,宜宾市,四川省
2501,2019-01-19 02:11:20,93.11,44.84,10,Ms,4.3,新疆巴里坤,天然地震,哈密市,新疆维吾尔自治区
2502,2019-01-18 21:56:10,81.57,41.76,5,ML,3.7,新疆拜城,天然地震,阿克苏地区,新疆维吾尔自治区
2503,2019-01-18 09:14:53,88.96,38.22,6,ML,3.4,新疆若羌,天然地震,巴音郭楞蒙古自治州,新疆维吾尔自治区
2504,2019-01-18 05:25:47,81.48,34.96,6,Ms,3.5,西藏日土,天然地震,阿里地区,西藏自治区
2505,2019-01-17 21:32:35,81.52,41.73,12,Ms,4.3,新疆拜城,天然地震,阿克苏地区,新疆维吾尔自治区
2506,2019-01-17 12:24:15,77.89,37.06,30,ML,3.3,新疆皮山,天然地震,和田地区,新疆维吾尔自治区
2507,2019-01-17 07:56:08,88.85,27.23,6,ML,3.2,西藏亚东,天然地震,[],[]
2508,2019-01-17 05:08:00,102.69,26.74,13,ML,3.0,四川会东,天然地震,凉山彝族自治州,四川省
2509,2019-01-16 12:43:16,105.27,26.03,13,ML,3.1,贵州六枝,天然地震,六盘水市,贵州省
2510,2019-01-16 02:26:54,101.75,21.28,15,ML,3.3,云南勐腊,天然地震,西双版纳傣族自治州,云南省
2511,2019-01-15 23:52:24,105.06,28.08,5,ML,3.5,云南威信,天然地震,昭通市,云南省
2512,2019-01-15 06:55:41,87.6,33.14,9,Ms,3.9,西藏双湖,天然地震,那曲市,西藏自治区
2513,2019-01-14 21:49:40,77.12,40.38,11,ML,3.8,新疆阿图什,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2514,2019-01-14 18:54:48,101.72,21.32,17,Ms,4.8,云南勐腊,天然地震,西双版纳傣族自治州,云南省
2515,2019-01-14 11:40:41,124.03,51.51,10,ML,3.6,黑龙江呼玛,天然地震,大兴安岭地区,黑龙江省
2516,2019-01-14 02:28:25,121.28,22.87,26,ML,3.1,台湾台东海域,天然地震,中华人民共和国,中华人民共和国
2517,2019-01-13 17:01:46,75.52,39.6,11,ML,3.4,新疆疏附,天然地震,喀什地区,新疆维吾尔自治区
2518,2019-01-12 20:20:46,83.48,41.28,14,ML,3.4,新疆库车,天然地震,阿克苏地区,新疆维吾尔自治区
2519,2019-01-12 13:40:52,75.64,39.63,10,ML,3.2,新疆疏附,天然地震,喀什地区,新疆维吾尔自治区
2520,2019-01-12 12:33:23,75.58,39.51,12,ML,3.2,新疆疏附,天然地震,喀什地区,新疆维吾尔自治区
2521,2019-01-12 12:32:01,75.63,39.59,10,Ms,5.1,新疆疏附,天然地震,喀什地区,新疆维吾尔自治区
2522,2019-01-12 04:03:20,124.69,45.25,8,ML,3.3,吉林松原,天然地震,松原市,吉林省
2523,2019-01-11 17:49:50,102.28,31.77,14,ML,3.9,四川马尔康,天然地震,阿坝藏族羌族自治州,四川省
2524,2019-01-11 04:20:47,83.91,41.93,15,ML,3.2,新疆库车,天然地震,阿克苏地区,新疆维吾尔自治区
2525,2019-01-10 20:00:54,101.71,21.32,20,Ms,4.3,云南勐腊,天然地震,西双版纳傣族自治州,云南省
2526,2019-01-10 17:08:11,101.72,21.25,14,ML,3.1,云南勐腊,天然地震,西双版纳傣族自治州,云南省
2527,2019-01-08 20:16:44,121.59,23.2,25,Ms,4.8,台湾台东海域,天然地震,中华人民共和国,中华人民共和国
2528,2019-01-08 08:49:25,99.38,28.49,14,ML,3.3,四川得荣,天然地震,甘孜藏族自治州,四川省
2529,2019-01-08 06:19:42,121.39,22.78,9,ML,3.1,台湾台东海域,天然地震,中华人民共和国,中华人民共和国
2530,2019-01-08 01:15:37,100.12,26.08,12,ML,3.5,云南洱源,天然地震,大理白族自治州,云南省
2531,2019-01-07 05:56:46,77.62,39.92,5,ML,3.0,新疆巴楚,天然地震,喀什地区,新疆维吾尔自治区
2532,2019-01-07 00:22:31,77.64,39.86,23,Ms,4.8,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2533,2019-01-06 22:46:31,100.96,23.11,15,ML,3.6,云南宁洱,天然地震,普洱市,云南省
2534,2019-01-04 21:15:16,81.0,42.85,7,ML,3.1,新疆昭苏,天然地震,伊犁哈萨克自治州,新疆维吾尔自治区
2535,2019-01-04 15:59:31,104.93,28.37,4,ML,3.2,四川长宁,天然地震,宜宾市,四川省
2536,2019-01-04 06:59:24,120.97,23.17,15,Ms,4.3,台湾台东,天然地震,台湾省,台湾省
2537,2019-01-04 06:17:43,99.16,25.87,16,ML,3.4,云南云龙,天然地震,大理白族自治州,云南省
2538,2019-01-04 03:36:12,104.24,38.46,10,ML,3.3,内蒙古阿拉善左旗,天然地震,阿拉善盟,内蒙古自治区
2539,2019-01-04 02:02:49,121.0,22.84,10,Ms,4.6,台湾台东,天然地震,台湾省,台湾省
2540,2019-01-03 08:48:08,104.88,28.19,15,Ms,5.1,四川珙县,天然地震,宜宾市,四川省
2541,2018-12-30 13:32:05,97.98,24.66,8,ML,3.1,云南盈江,天然地震,德宏傣族景颇族自治州,云南省
2542,2018-12-29 21:44:57,120.71,23.64,21,ML,3.1,台湾南投,天然地震,台湾省,台湾省
2543,2018-12-28 16:21:08,104.66,28.15,7,ML,3.6,四川筠连,天然地震,宜宾市,四川省
2544,2018-12-28 15:57:37,87.67,30.31,8,ML,3.0,西藏谢通门,天然地震,日喀则市,西藏自治区
2545,2018-12-28 13:50:45,87.44,43.78,19,ML,3.8,新疆乌鲁木齐,天然地震,乌鲁木齐市,新疆维吾尔自治区
2546,2018-12-27 15:30:07,102.1,22.56,16,ML,3.4,云南江城,天然地震,普洱市,云南省
2547,2018-12-27 11:41:39,81.69,43.14,12,ML,3.8,新疆特克斯,天然地震,伊犁哈萨克自治州,新疆维吾尔自治区
2548,2018-12-27 09:06:13,75.79,38.33,128,ML,3.2,新疆阿克陶,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2549,2018-12-25 19:55:39,121.02,33.6,6,ML,3.0,江苏大丰海域,天然地震,中华人民共和国,中华人民共和国
2550,2018-12-25 11:56:47,120.65,22.67,5,Ms,4.2,台湾屏东,天然地震,台湾省,台湾省
2551,2018-12-25 02:40:40,87.68,30.32,6,ML,3.1,西藏谢通门,天然地震,日喀则市,西藏自治区
2552,2018-12-24 11:12:50,83.69,41.33,10,ML,3.7,新疆库车,天然地震,阿克苏地区,新疆维吾尔自治区
2553,2018-12-24 03:49:35,87.67,30.29,6,Ms,3.8,西藏谢通门,天然地震,日喀则市,西藏自治区
2554,2018-12-24 03:36:56,87.67,30.35,5,ML,3.9,西藏谢通门,天然地震,那曲市,西藏自治区
2555,2018-12-24 03:35:29,87.73,30.31,9,ML,3.6,西藏谢通门,天然地震,日喀则市,西藏自治区
2556,2018-12-24 03:32:21,87.63,30.35,8,Ms,5.8,西藏谢通门,天然地震,日喀则市,西藏自治区
2557,2018-12-22 22:47:17,121.85,23.93,47,ML,3.3,台湾花莲海域,天然地震,中华人民共和国,中华人民共和国
2558,2018-12-21 06:33:03,118.57,23.36,9,ML,3.1,台湾海峡,天然地震,中华人民共和国,中华人民共和国
2559,2018-12-20 19:49:44,74.76,39.04,12,Ms,4.3,新疆阿克陶,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2560,2018-12-20 19:08:09,74.74,39.1,8,Ms,5.1,新疆阿克陶,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2561,2018-12-19 01:21:22,81.04,35.21,7,Ms,4.2,西藏日土,天然地震,阿里地区,西藏自治区
2562,2018-12-18 04:58:24,118.61,23.36,11,ML,3.4,台湾海峡,天然地震,中华人民共和国,中华人民共和国
2563,2018-12-17 03:20:35,86.7,43.69,26,ML,3.0,新疆呼图壁,天然地震,昌吉回族自治州,新疆维吾尔自治区
2564,2018-12-16 12:46:07,104.95,28.24,12,Ms,5.7,四川兴文,天然地震,宜宾市,四川省
2565,2018-12-16 05:21:04,121.8,23.71,26,Ms,4.9,台湾花莲海域,天然地震,中华人民共和国,中华人民共和国
2566,2018-12-14 13:02:07,104.24,38.48,10,Ms,4.0,内蒙古阿拉善左旗,天然地震,阿拉善盟,内蒙古自治区
2567,2018-12-14 10:45:06,83.66,41.32,7,ML,3.0,新疆库车,天然地震,阿克苏地区,新疆维吾尔自治区
2568,2018-12-14 01:42:40,98.81,29.6,7,ML,3.2,西藏芒康,天然地震,昌都市,西藏自治区
2569,2018-12-14 01:38:15,98.81,29.6,6,ML,3.1,西藏芒康,天然地震,昌都市,西藏自治区
2570,2018-12-14 01:15:06,98.8,29.59,5,ML,3.3,西藏芒康,天然地震,昌都市,西藏自治区
2571,2018-12-13 23:44:30,122.72,33.66,5,ML,3.2,黄海,天然地震,中华人民共和国,中华人民共和国
2572,2018-12-13 23:39:44,98.87,29.65,10,Ms,4.5,西藏芒康,天然地震,昌都市,西藏自治区
2573,2018-12-13 23:32:52,98.84,29.6,10,Ms,4.9,西藏芒康,天然地震,昌都市,西藏自治区
2574,2018-12-13 13:47:33,74.75,38.93,8,Ms,4.1,新疆阿克陶,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2575,2018-12-12 21:24:23,121.56,23.93,6,Ms,4.6,台湾花莲,天然地震,台湾省,台湾省
2576,2018-12-11 08:21:30,90.14,33.04,5,ML,3.5,西藏安多,天然地震,那曲市,西藏自治区
2577,2018-12-10 18:58:08,121.35,23.07,16,ML,3.6,台湾台东,天然地震,台湾省,台湾省
2578,2018-12-09 23:15:39,121.53,24.04,20,Ms,4.7,台湾花莲,天然地震,台湾省,台湾省
2579,2018-12-09 00:07:06,120.73,23.64,10,ML,3.2,台湾南投,天然地震,台湾省,台湾省
2580,2018-12-08 06:39:25,86.41,43.82,10,Ms,4.5,新疆呼图壁,天然地震,昌吉回族自治州,新疆维吾尔自治区
2581,2018-12-05 20:22:51,118.61,23.4,11,ML,3.6,台湾海峡,天然地震,中华人民共和国,中华人民共和国
2582,2018-12-05 13:52:37,77.45,40.39,13,ML,4.1,新疆阿图什,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2583,2018-12-02 19:50:38,78.23,40.76,7,ML,3.1,新疆阿合奇,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2584,2018-12-02 12:43:53,74.48,39.71,7,ML,3.1,新疆乌恰,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
2585,2018-12-01 23:07:26,92.6,28.05,6,Ms,4.2,西藏错那,天然地震,山南市,西藏自治区
2586,2018-12-01 01:13:59,77.58,39.4,18,ML,3.6,新疆伽师,天然地震,喀什地区,新疆维吾尔自治区
2587,2018-11-30 15:57:36,124.7,45.25,9,Ms,4.2,吉林松原,天然地震,松原市,吉林省
2588,2018-11-30 03:57:11,118.65,23.38,13,ML,3.2,台湾海峡,天然地震,中华人民共和国,中华人民共和国
2589,2018-11-28 21:43:05,118.68,23.34,7,ML,3.6,台湾海峡,天然地震,中华人民共和国,中华人民共和国
2590,2018-11-28 12:54:53,118.65,23.37,10,ML,3.0,台湾海峡,天然地震,中华人民共和国,中华人民共和国
2591,2018-11-27 18:29:32,118.61,23.31,8,Ms,4.4,台湾海峡,天然地震,中华人民共和国,中华人民共和国
2592,2018-11-27 15:04:52,118.54,23.4,6,ML,3.4,台湾海峡,天然地震,中华人民共和国,中华人民共和国
2593,2018-11-27 06:41:52,99.48,23.49,19,ML,3.3,云南耿马,天然地震,临沧市,云南省
2594,2018-11-27 06:06:11,118.59,23.38,6,ML,3.5,台湾海峡,天然地震,中华人民共和国,中华人民共和国
2595,2018-11-26 21:24:02,118.59,23.38,6,ML,3.8,台湾海峡,天然地震,中华人民共和国,中华人民共和国
2596,2018-11-26 20:50:57,118.61,23.31,9,Ms,4.4,台湾海峡,天然地震,中华人民共和国,中华人民共和国
2597,2018-11-26 14:08:28,104.49,29.47,7,ML,3.1,四川荣县,天然地震,自贡市,四川省
2598,2018-11-26 12:19:12,90.75,33.38,12,Ms,3.2,青海唐古拉,天然地震,海西蒙古族藏族自治州,青海省
2599,2018-11-26 10:55:26,118.61,23.37,9,ML,3.5,台湾海峡,天然地震,中华人民共和国,中华人民共和国
2600,2018-11-26 08:57:08,118.63,23.34,5,ML,3.2,台湾海峡,天然地震,中华人民共和国,中华人民共和国
2601,2018-11-26 08:50:23,118.55,23.39,7,ML,3.2,台湾海峡,天然地震,中华人民共和国,中华人民共和国
2602,2018-11-26 08:15:15,118.64,23.34,9,ML,3.8,台湾海峡,天然地震,中华人民共和国,中华人民共和国
2603,2018-11-26 07:57:22,118.6,23.33,20,Ms,6.2,台湾海峡,天然地震,中华人民共和国,中华人民共和国
2604,2018-11-26 07:18:02,73.94,39.73,7,ML,3.7,新疆乌恰,天然地震,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区
